product_id,product_category,product_name,review_description,number_stars,review_date,customer_id,customer_name,zip_code,customer_age
P6425-128,Clothing,Wool Winter Scarf,"Very disappointed, would not recommend.",1,12/01/2024,C44795,Alex  Johnson,06663,44
P9821-803,Clothing,Wool Winter Scarf,"Not very satisfied, has several problems.",2,15-01-2022,C49651,CASEY DE VRIES,5905-23,65
P6344-512,Clothing,Running Sneakers,"Average experience, nothing special.",3,09/02/2023,C97153,P. Brown,5930 AJ,38
P2389-390,Clothing,Slim Fit Jeans,"Great quality, very happy with this purchase.",5,21 Sep 2023,C22240,taylor lee,4262,40
P9099-509,Sports,Running Shorts,"Not very satisfied, has several problems.",2,29 Oct 2020,C23970,PAT TAYLOR,9486 RH,64
P9270-536,Pet Supplies,Cat Litter Odor Control,"Great quality, very happy with this purchase.",5,02/07/2022,C72216,R. Lee,5543-76,32
P3471-336,Books,Thriller Novel,Good product overall with minor issues.,4,22/11/2023,C18418,pat martins,8633 GN,43
P7389-973,Pet Supplies,Dog Chew Toy,Good product overall with minor issues.,4,07 Jan 2023,C89069,taylor dubois,8140 MK,57
P1444-185,Groceries,Dark Chocolate Bar,Good product overall with minor issues.,4,04-10-2020,C44099,pat garcia,6355 MI,58
P1659-872,Home & Kitchen,Non-Stick Frying Pan Set,"Very disappointed, would not recommend.",1,21/05/2021,C91439,SAM TAYLOR,02874,33
P2771-692,Toys,Remote Control Car,"Very disappointed, would not recommend.",1,"Sep 30, 2021",C59192,PAT TAYLOR,4978,48
P1207-969,Electronics,Bluetooth Portable Speaker,Good product overall with minor issues.,4,11-08-2024,C16658,Jamie Martins,1722,53
P9817-893,Office,Mechanical Keyboard,Good product overall with minor issues.,4,10-08-2022,C87656,Jordan Garcia,2419 OH,57
P5526-669,Home & Kitchen,Stainless Steel Knife Block,"Very disappointed, would not recommend.",1,24/11/2022,C59192,PAT TAYLOR,4978,48
P2524-401,Clothing,Organic Cotton T-Shirt,"Not very satisfied, has several problems.",2,08 Apr 2022,C97026,Casey  Garcia,9698 XR,39
P4138-321,Books,Thriller Novel,Good product overall with minor issues.,4,20 Jul 2021,C78765,Casey Lee,4180 LF,42
P2680-993,Beauty,Nourishing Hair Mask,"Very disappointed, would not recommend.",1,03/21/2023,C67733,Chris Brown,5136-71,27
P2395-354,Books,Cookbook: Easy Weeknight Meals,"Very disappointed, would not recommend.",1,16-02-2023,C91057,taylor de vries,8253 SN,44
P3573-345,Home & Kitchen,Non-Stick Frying Pan Set,"Not very satisfied, has several problems.",2,2023-02-04,C63545,Robin  Hernandez,1534,59
P7965-217,Toys,Educational Puzzle Game,"Great quality, very happy with this purchase.",5,05 Apr 2021,C17685,SAM MARTINS,7396 ZZ,38
P8195-227,Books,Cookbook: Easy Weeknight Meals,Good product overall with minor issues.,4,11/11/2023,C45683,Morgan  De  Vries,02317,23
P5415-690,Books,Productivity Guidebook,"Very disappointed, would not recommend.",1,11/04/2024,C95394,ROBIN LEE,08141,27
P5722-778,Clothing,Running Sneakers,Good product overall with minor issues.,4,"Jul 24, 2024",C50857,Pat  Garcia,9479 HH,25
P8569-523,Office,Desk Organizer,"Very disappointed, would not recommend.",1,"Jan 19, 2021",C75338,robin smith,9998,40
P7684-195,Books,Sci-Fi Adventure,"Not very satisfied, has several problems.",2,2024-09-19,C25396,Sam Dubois,05781,40
P2143-382,Clothing,Slim Fit Jeans,Good product overall with minor issues.,4,"Nov 27, 2021",C10336,Jordan Lee,9022-67,36
P7274-339,Office,Wireless Mouse,Good product overall with minor issues.,4,03/30/2020,C59968,Pat  Brown,1606,71
P3529-176,Sports,Running Shorts,Good product overall with minor issues.,4,05/19/2024,C62098,Jamie Garcia,9742 KU,60
P8110-200,Office,Ergonomic Office Chair,"Very disappointed, would not recommend.",1,27/06/2022,C13794,A. Garcia,5806 NE,38
P9153-697,Books,Thriller Novel,"Not very satisfied, has several problems.",2,20-04-2021,C70236,Jordan Smith,8622-96,27
P4263-493,Home & Kitchen,Stainless Steel Knife Block,Good product overall with minor issues.,4,06/08/2020,C57049,Casey Lee,5837,21
P5689-894,Books,Personal Finance Basics,"Not very satisfied, has several problems.",2,05/28/2023,C34920,C. Lee,03240,62
P3877-305,Home & Kitchen,Electric Kettle,"Not very satisfied, has several problems.",2,"May 29, 2024",C57953,Morgan De Vries,3695 PZ,35
P6992-192,Beauty,Nourishing Hair Mask,Good product overall with minor issues.,4,01/29/2020,C69609,Chris  Lee,7086,25
P5951-764,Beauty,Nourishing Hair Mask,Good product overall with minor issues.,4,26/08/2020,C30969,PAT HERNANDEZ,07252,33
P7866-701,Clothing,Wool Winter Scarf,Performance is inconsistent and that’s annoying.,2,28/01/2024,C95841,J. Dubois,5583,39
P1992-507,Groceries,Gluten-Free Pasta,"Average experience, nothing special.",3,2021-01-23,C69600,J. Taylor,1349,29
P6383-892,Toys,Educational Puzzle Game,"Not very satisfied, has several problems.",2,"Jun 03, 2024",C16572,Casey  Dubois,9701,63
P4898-702,Electronics,Bluetooth Portable Speaker,"Average experience, nothing special.",3,02/02/2020,C26614,PAT DE VRIES,2041 YL,28
P8504-758,Beauty,Daily SPF 50 Sunscreen,"Very disappointed, would not recommend.",1,04-05-2020,C65872,J. Dubois,8267,44
P9692-401,Clothing,Wool Winter Scarf,Good product overall with minor issues.,4,"Nov 01, 2022",C24996,Morgan  Taylor,4743 OM,28
P2398-195,Clothing,Organic Cotton T-Shirt,Good product overall with minor issues.,4,16 Jul 2020,C27054,Morgan  Smith,06400,38
P3535-772,Books,Thriller Novel,Good product overall with minor issues.,4,2021-04-04,C82910,C. Johnson,4705-81,80
P5477-819,Home & Kitchen,Memory Foam Pillow,"Average experience, nothing special.",3,11/26/2021,C16572,Casey  Dubois,9701,63
P7163-529,Sports,Adjustable Dumbbell Set,Good product overall with minor issues.,4,29/11/2021,C52517,CASEY HERNANDEZ,1861,46
P2864-453,Home & Kitchen,Air Purifier,,4,08/15/2020,C87743,R. De Vries,1744,62
P9149-864,Home & Kitchen,Non-Stick Frying Pan Set,Good product overall with minor issues.,4,25/12/2020,C40161,Morgan De Vries,6802,18
P5743-217,Clothing,Running Sneakers,Good product overall with minor issues.,4,02/12/2020,C91018,ROBIN GARCIA,2734,41
P9693-622,Electronics,Wireless Noise-Cancelling Headphones,"Not very satisfied, has several problems.",2,05/08/2024,C94599,SAM TAYLOR,5193,47
P6295-984,Clothing,Wool Winter Scarf,"Average experience, nothing special.",3,05-11-2020,C91057,taylor de vries,8253 SN,44
P1932-477,Clothing,Organic Cotton T-Shirt,"Average experience, nothing special.",3,06 Jun 2020,C21835,Casey  Hernandez,08581,62
P8381-205,Electronics,Wireless Noise-Cancelling Headphones,"Average experience, nothing special.",3,2024-01-02,C32617,A. Taylor,08199,56
P2079-437,Toys,Remote Control Car,"Very disappointed, would not recommend.",1,16 Feb 2023,C43029,casey brown,3317-49,73
P9624-195,Home & Kitchen,Memory Foam Pillow,Good product overall with minor issues.,4,11/07/2022,C18418,pat martins,8633 GN,43
P5846-964,Electronics,Wireless Noise-Cancelling Headphones,"Very disappointed, would not recommend.",1,"Nov 05, 2022",C79013,Alex Garcia,03147,30
P8277-725,Clothing,Slim Fit Jeans,"Average experience, nothing special.",3,20 Mar 2024,C40671,morgan taylor,8684-34,43
P3267-993,Office,Wireless Mouse,"Average experience, nothing special.",3,16 Apr 2020,C58655,M. Johnson,9452-46,30
P6727-127,Home & Kitchen,Electric Kettle,Good product overall with minor issues.,4,19-04-2020,C40903,pat johnson,1461 DW,49
P1086-181,Beauty,Nourishing Hair Mask,"Very disappointed, would not recommend.",1,08/06/2021,C81932,Casey  De  Vries,5720,32
P9443-688,Books,Productivity Guidebook,"Not very satisfied, has several problems.",2,11/01/2024,C10205,casey garcia,7825,56
P1713-750,Clothing,Running Sneakers,Good product overall with minor issues.,4,02/03/2022,C56805,jamie garcia,2698-52,36
P3209-164,Beauty,Matte Liquid Lipstick,Good product overall with minor issues.,4,03/16/2020,C36144,Alex Garcia,9444 RP,31
P7553-861,Toys,Plush Teddy Bear,Good product overall with minor issues.,4,03/02/2022,C75038,Robin Garcia,9507 CX,38
P8305-717,Beauty,Daily SPF 50 Sunscreen,Good product overall with minor issues.,4,07 Dec 2020,C68606,A. Garcia,8126 ZB,37
P1570-229,Books,Personal Finance Basics,"Very disappointed, would not recommend.",1,28 Apr 2021,C60181,C. Smith,8371-57,27
P9176-630,Electronics,4K Ultra HD Smart TV,Good product overall with minor issues.,4,2023-02-24,C44116,Robin Taylor,05678,67
P6692-826,Electronics,Bluetooth Portable Speaker,"Very disappointed, would not recommend.",1,"Jan 31, 2023",C49315,S. Brown,9335,65
P2412-167,Office,Wireless Mouse,"Average experience, nothing special.",3,26 Mar 2022,C78903,Pat Martins,2208,27
P3114-543,Beauty,Matte Liquid Lipstick,"Great quality, very happy with this purchase.",5,2024-11-13,C77908,SAM LEE,6286-38,41
P9740-195,Electronics,Bluetooth Portable Speaker,"Great quality, very happy with this purchase.",5,05/08/2023,C86106,S. Brown,6531-82,25
P1496-609,Books,Sci-Fi Adventure,"Great quality, very happy with this purchase.",5,16 Aug 2021,C73300,taylor martins,02195,38
P7532-233,Sports,Cycling Helmet,"Average experience, nothing special.",3,"Nov 20, 2022",C45683,Morgan  De  Vries,02317,23
P7850-354,Clothing,Wool Winter Scarf,"Not very satisfied, has several problems.",2,07/24/2024,C50988,Taylor  Brown,9433 JP,37
P5681-649,Clothing,Running Sneakers,"Very disappointed, would not recommend.",1,2024-10-01,C44664,chris martins,7563,36
P2946-231,Office,Desk Organizer,"Very disappointed, would not recommend.",1,03/17/2022,C54444,M. Garcia,04261,26
P3290-435,Books,Sci-Fi Adventure,"Great quality, very happy with this purchase.",5,14/10/2021,C90805,jordan hernandez,09351,54
P8775-371,Home & Kitchen,Non-Stick Frying Pan Set,"Great quality, very happy with this purchase.",5,28/03/2023,C86483,Robin  Brown,7229,46
P7723-613,Clothing,Slim Fit Jeans,"Great quality, very happy with this purchase.",5,23 Aug 2022,C28098,Morgan  Taylor,08837,30
P8932-296,Beauty,Daily SPF 50 Sunscreen,"Not very satisfied, has several problems.",2,"Jul 25, 2021",C49008,J. Taylor,9011 LR,69
P5758-143,Home & Kitchen,Memory Foam Pillow,"Average experience, nothing special.",3,2024-01-02,C67983,jordan dubois,9824 RW,28
P2641-523,Beauty,Hydrating Face Serum,,3,09-01-2024,C23970,PAT TAYLOR,9486 RH,64
P4267-874,Groceries,Extra Virgin Olive Oil,"Average experience, nothing special.",3,10/19/2021,C21725,Casey  Taylor,1611-32,30
P1613-109,Sports,Cycling Helmet,"Average experience, nothing special.",3,"Mar 09, 2023",C69609,Chris  Lee,7086,25
P5470-297,Groceries,Extra Virgin Olive Oil,"Very disappointed, would not recommend.",1,08/11/2021,C94972,JORDAN BROWN,6523-82,51
P4027-243,Electronics,Wireless Noise-Cancelling Headphones,Good product overall with minor issues.,4,24/10/2021,C82910,C. Johnson,4705-81,80
P4871-163,Electronics,Bluetooth Portable Speaker,"Very disappointed, would not recommend.",1,08/11/2022,C99925,M. Lee,5833 HH,76
P4578-880,Clothing,Wool Winter Scarf,"Not very satisfied, has several problems.",2,"Oct 25, 2023",C20730,Morgan  Dubois,6927,26
P2904-796,Groceries,Extra Virgin Olive Oil,"Not very satisfied, has several problems.",2,"Jan 08, 2024",C76895,Robin  Smith,9409 SB,34
P2044-654,Electronics,Bluetooth Portable Speaker,"Very disappointed, would not recommend.",1,21-05-2020,C40161,Morgan De Vries,6802,18
P8348-990,Home & Kitchen,Electric Kettle,Good product overall with minor issues.,4,2022-02-08,C96742,M. Brown,6697,
P7948-644,Home & Kitchen,Air Purifier,Good product overall with minor issues.,4,13/08/2024,C55371,SAM LEE,2848,45
P1724-511,Groceries,Whole Bean Coffee,Good product overall with minor issues.,4,"Apr 24, 2021",C17398,Sam De Vries,4836-83,44
P5923-381,Clothing,Running Sneakers,"Very disappointed, would not recommend.",1,"Feb 14, 2023",C32955,Pat  De  Vries,6642-95,41
P5927-978,Clothing,Slim Fit Jeans,"Not very satisfied, has several problems.",2,08-07-2024,C83713,Pat  Martins,3196 IG,27
P1647-994,Home & Kitchen,Air Purifier,"Very disappointed, would not recommend.",1,"Jan 20, 2021",C83249,taylor dubois,6455 AG,64
P6269-894,Clothing,Slim Fit Jeans,"Average experience, nothing special.",3,18-02-2022,C57088,jordan lee,9147 ZX,35
P7841-402,Electronics,Bluetooth Portable Speaker,"Not very satisfied, has several problems.",2,02/05/2021,C84683,Taylor  Dubois,6530 PX,60
P1962-636,Electronics,Fitness Smartwatch,"Very disappointed, would not recommend.",1,2024-09-14,C97584,Alex  Smith,4791,31
P1257-106,Clothing,Running Sneakers,"Great quality, very happy with this purchase.",5,03-02-2023,C68606,A. Garcia,8126 ZB,37
P2753-198,Clothing,Slim Fit Jeans,"Great quality, very happy with this purchase.",5,31/10/2020,C79003,jordan garcia,7502,75
P2531-515,Beauty,Hydrating Face Serum,Good product overall with minor issues.,4,"Feb 11, 2022",C93459,ALEX BROWN,08109,28
P1762-176,Books,Cookbook: Easy Weeknight Meals,"Average experience, nothing special.",3,"Jan 17, 2023",C33508,Chris Smith,3362-60,70
P2284-612,Home & Kitchen,Memory Foam Pillow,"Average experience, nothing special.",3,2020-04-19,C19963,C. Hernandez,7499-51,33
P7227-187,Electronics,Fitness Smartwatch,"Great quality, very happy with this purchase.",5,27/08/2021,C20752,jordan brown,03527,28
P8353-670,Electronics,USB-C Fast Charger,"Great quality, very happy with this purchase.",5,15-11-2022,C16658,Jamie Martins,1722,53
P2387-842,Home & Kitchen,Electric Kettle,"Great quality, very happy with this purchase.",5,"May 12, 2021",C99825,PAT BROWN,5933 EC,33
P4203-568,Books,Sci-Fi Adventure,"Very disappointed, would not recommend.",1,10/04/2020,C52517,CASEY HERNANDEZ,1861,46
P3230-407,Toys,Family Board Game,"Average experience, nothing special.",3,20 May 2023,C51180,Sam Martins,05775,52
P3947-798,Electronics,Fitness Smartwatch,"Great quality, very happy with this purchase.",5,25 Feb 2020,C37479,Robin Lee,2133-62,49
P8851-696,Electronics,Fitness Smartwatch,Good product overall with minor issues.,4,"Dec 30, 2022",C64827,M. Smith,06890,22
P7547-870,Beauty,Hydrating Face Serum,"Average experience, nothing special.",3,18-06-2024,C30257,Taylor Brown,3900-13,35
P8586-890,Clothing,Running Sneakers,"Great quality, very happy with this purchase.",5,"Nov 15, 2023",C13219,robin johnson,2406,65
P6225-168,Electronics,USB-C Fast Charger,"Average experience, nothing special.",3,01 Apr 2020,C95841,J. Dubois,5583,39
P6422-673,Electronics,4K Ultra HD Smart TV,Good product overall with minor issues.,4,04/08/2022,C92543,S. Brown,8080 XT,21
P2667-918,Toys,Building Block Set,"Great quality, very happy with this purchase.",5,01/17/2021,C69972,J. Lee,09019,57
P2388-788,Toys,Remote Control Car,"Not very satisfied, has several problems.",2,2021-10-03,C25328,S. Garcia,9369 TE,38
P5732-243,Books,Personal Finance Basics,"Not very satisfied, has several problems.",2,06-10-2021,C57059,ALEX DUBOIS,7290-74,58
P5785-133,Electronics,4K Ultra HD Smart TV,"Average experience, nothing special.",3,"Apr 05, 2021",C69942,Casey  Dubois,02854,42
P2677-853,Books,Personal Finance Basics,"Not very satisfied, has several problems.",2,2021-09-01,C55688,Jamie Dubois,2923-40,43
P1972-683,Toys,Educational Puzzle Game,"Average experience, nothing special.",3,12/26/2022,C32069,chris lee,5380-75,64
P5090-249,Beauty,Matte Liquid Lipstick,"Average experience, nothing special.",3,23/08/2024,C98635,PAT DUBOIS,05402,27
P8449-599,Pet Supplies,Dog Chew Toy,"Average experience, nothing special.",3,2023-04-06,C22208,Robin Garcia,9756 NG,35
P1752-201,Home & Kitchen,Non-Stick Frying Pan Set,Good product overall with minor issues.,4,2020-02-03,C30707,ROBIN DUBOIS,8009,49
P7092-780,Home & Kitchen,Non-Stick Frying Pan Set,"Not very satisfied, has several problems.",2,16-04-2020,C40689,P. Johnson,,43
P3165-589,Office,A4 Printer Paper,"Very disappointed, would not recommend.",1,13-04-2021,C51180,Sam Martins,05775,52
P3340-170,Sports,Adjustable Dumbbell Set,"Great quality, very happy with this purchase.",5,2023-02-27,C31511,R. Garcia,3480-88,51
P3290-353,Office,Mechanical Keyboard,"Average experience, nothing special.",3,2023-08-13,C88774,casey hernandez,1439-94,19
P9108-495,Groceries,Whole Bean Coffee,"Very disappointed, would not recommend.",1,08-05-2021,C19307,Morgan Smith,6185,22
P2106-114,Electronics,Fitness Smartwatch,"Average experience, nothing special.",3,2021-03-17,C62163,M. Lee,9209-64,47
P9788-434,Pet Supplies,Cat Scratching Post,Good product overall with minor issues.,4,16 Apr 2023,C95175,J. Lee,4909,38
P3248-818,Electronics,Wireless Noise-Cancelling Headphones,"Very disappointed, would not recommend.",1,01-12-2020,C78551,MORGAN LEE,03079,23
P2262-608,Electronics,Fitness Smartwatch,Good product overall with minor issues.,4,11/12/2022,C25328,S. Garcia,9369 TE,38
P9336-102,Sports,Adjustable Dumbbell Set,"Very disappointed, would not recommend.",1,2024-10-24,C71835,Chris Martins,3932-14,38
P9225-789,Books,Productivity Guidebook,"Very disappointed, would not recommend.",1,02/01/2021,C16019,Pat Johnson,5625-49,42
P9083-891,Home & Kitchen,Stainless Steel Knife Block,"Not very satisfied, has several problems.",2,"Feb 09, 2024",C42129,,1391,25
P4902-529,Electronics,Fitness Smartwatch,Good product overall with minor issues.,4,02/05/2020,C22193,Alex Taylor,9515 LO,63
P4879-398,Electronics,4K Ultra HD Smart TV,"Average experience, nothing special.",3,10/08/2024,C61505,Chris  Garcia,4827,43
P8404-415,Home & Kitchen,Memory Foam Pillow,Good product overall with minor issues.,4,2021-06-26,C54444,M. Garcia,04261,26
P6828-505,Electronics,4K Ultra HD Smart TV,"Great quality, very happy with this purchase.",5,10 Apr 2020,C32789,Alex Martins,5093,29
P5240-932,Clothing,Organic Cotton T-Shirt,"Very disappointed, would not recommend.",1,2020-02-14,C94670,ROBIN BROWN,6432,62
P6799-319,Beauty,Matte Liquid Lipstick,"Not very satisfied, has several problems.",2,07/17/2021,C29481,A. Hernandez,05026,42
P9907-913,Toys,Educational Puzzle Game,"Very disappointed, would not recommend.",1,22 Feb 2022,C81371,Robin Garcia,9231 IF,44
P4813-263,Clothing,Wool Winter Scarf,"Very disappointed, would not recommend.",1,22 May 2021,C79951,Alex  Taylor,7363 FF,35
P3328-676,Pet Supplies,Pet Grooming Brush,,2,09-09-2024,C33010,ROBIN SMITH,04811,40
P1975-122,Pet Supplies,Dog Chew Toy,"Not very satisfied, has several problems.",2,16 Apr 2023,C24538,Morgan Garcia,07120,48
P6198-278,Beauty,Nourishing Hair Mask,"Great quality, very happy with this purchase.",5,"Nov 21, 2023",C39260,casey brown,5825,57
P4619-754,Toys,Family Board Game,"Great quality, very happy with this purchase.",5,01-08-2020,C18418,pat martins,8633 GN,43
P8317-111,Beauty,Daily SPF 50 Sunscreen,"Average experience, nothing special.",3,05/03/2021,C55938,J. Johnson,1788 XN,74
P3664-562,Groceries,Whole Bean Coffee,"Very disappointed, would not recommend.",1,2024-06-24,C51774,JORDAN JOHNSON,3787-30,47
P8113-260,Beauty,Gentle Face Cleanser,"Very disappointed, would not recommend.",1,,C34901,P. De Vries,9849 JJ,26
P8869-304,Electronics,Fitness Smartwatch,"Very disappointed, would not recommend.",1,22/02/2020,C48248,Jamie Dubois,6052-70,33
P8204-576,Clothing,Waterproof Hiking Jacket,"Average experience, nothing special.",3,04/08/2021,C29808,J. Johnson,9871 YS,26
P8803-406,Clothing,Slim Fit Jeans,"Very disappointed, would not recommend.",1,19 Mar 2022,C81371,Robin Garcia,9231 IF,44
P4471-927,Electronics,4K Ultra HD Smart TV,"Not very satisfied, has several problems.",2,2020-09-15,C99538,Pat Taylor,3422-43,27
P9561-900,Pet Supplies,Grain-Free Dog Food,Good product overall with minor issues.,4,18-08-2020,C97026,Casey  Garcia,9698 XR,39
P5327-492,Home & Kitchen,Electric Kettle,Good product overall with minor issues.,4,"Mar 17, 2023",C32570,JORDAN MARTINS,7581,20
P6094-387,Home & Kitchen,Stainless Steel Knife Block,Good product overall with minor issues.,4,23 Oct 2024,C39878,Sam Lee,8259-51,38
P7126-940,Clothing,Wool Winter Scarf,"Very disappointed, would not recommend.",1,21/11/2022,C32789,Alex Martins,5093,29
P1944-355,Groceries,Whole Bean Coffee,"Very disappointed, would not recommend.",1,2022-07-23,C36097,Jordan Garcia,9275 DV,36
P2480-391,Home & Kitchen,Stainless Steel Knife Block,"Very disappointed, would not recommend.",1,2022-03-02,C85007,T. Taylor,4387 NQ,25
P5511-533,Books,Cookbook: Easy Weeknight Meals,Good product overall with minor issues.,4,10/10/2024,C38601,R. Lee,07506,36
P6327-982,Home & Kitchen,Stainless Steel Knife Block,"Average experience, nothing special.",3,18 Jun 2021,C95389,JORDAN TAYLOR,4937-86,35
P1578-697,Clothing,Running Sneakers,"Great quality, very happy with this purchase.",5,29/07/2024,C39145,Morgan Dubois,06873,24
P3999-796,Sports,Foam Roller,"Average experience, nothing special.",3,2023-09-02,C39272,J. Martins,6428 SJ,28
P2963-988,Groceries,Dark Chocolate Bar,Good product overall with minor issues.,4,12/21/2022,C29762,sam taylor,8496,19
P4430-879,Electronics,Bluetooth Portable Speaker,"Not very satisfied, has several problems.",2,26/03/2023,C21539,Sam  Hernandez,8035 PM,42
P5076-331,Electronics,Wireless Noise-Cancelling Headphones,"Average experience, nothing special.",3,01/10/2021,C61505,Chris  Garcia,4827,43
P9587-445,Sports,Foam Roller,Good product overall with minor issues.,4,23 Dec 2024,C54922,R. Garcia,3701-61,32
P7147-997,Home & Kitchen,Non-Stick Frying Pan Set,"Average experience, nothing special.",3,"Apr 28, 2024",C87846,A. Johnson,1323,39
P7895-777,Beauty,Daily SPF 50 Sunscreen,"Very disappointed, would not recommend.",1,"Sep 18, 2023",C89381,Sam Martins,02718,54
P6864-820,Clothing,Slim Fit Jeans,Good product overall with minor issues.,4,27/08/2021,C22193,Alex Taylor,9515 LO,63
P9095-252,Electronics,Wireless Noise-Cancelling Headphones,"Very disappointed, would not recommend.",1,"May 15, 2024",C97026,Casey  Garcia,9698 XR,39
P1646-972,Electronics,4K Ultra HD Smart TV,"Average experience, nothing special.",3,07 Jan 2022,C25191,JAMIE SMITH,03267,36
P7566-509,Home & Kitchen,Non-Stick Frying Pan Set,Good product overall with minor issues.,4,10-07-2021,C72684,PAT BROWN,1960-30,43
P8914-599,Books,Thriller Novel,"Very disappointed, would not recommend.",1,22-12-2024,C18301,JORDAN GARCIA,9598-83,52
P8895-454,Electronics,4K Ultra HD Smart TV,Good product overall with minor issues.,4,"Oct 31, 2020",C90335,A. Smith,03571,40
P7203-512,Electronics,4K Ultra HD Smart TV,"Not very satisfied, has several problems.",2,10-06-2020,C85108,Robin Johnson,8324 PX,48
P9328-675,Office,Mechanical Keyboard,"Not very satisfied, has several problems.",2,02 Sep 2023,C54676,Chris Smith,8445 YT,36
P9973-634,Toys,Remote Control Car,"Average experience, nothing special.",3,2023-12-08,C69609,Chris  Lee,7086,25
P7437-320,Electronics,Wireless Noise-Cancelling Headphones,Good product overall with minor issues.,4,15/08/2024,C24125,Pat Smith,3018-67,43
P8912-620,Pet Supplies,Pet Grooming Brush,"Not very satisfied, has several problems.",2,"Nov 17, 2023",C26827,J. Martins,06273,44
P3263-522,Clothing,Slim Fit Jeans,"Great quality, very happy with this purchase.",5,04 Dec 2023,C81802,C. De Vries,4291,56
P2890-879,Books,Cookbook: Easy Weeknight Meals,"Average experience, nothing special.",3,25-02-2023,C97445,pat de vries,7920-76,37
P3399-959,Home & Kitchen,Stainless Steel Knife Block,"Very disappointed, would not recommend.",1,11/15/2023,C80932,Alex Garcia,02679,52
P7251-496,Home & Kitchen,Non-Stick Frying Pan Set,Good product overall with minor issues.,4,02 Jun 2024,C82368,A. Smith,04327,59
P4218-894,Books,Sci-Fi Adventure,"Not very satisfied, has several problems.",2,25-08-2021,C99477,Jamie Brown,9418,33
P1654-257,Beauty,Matte Liquid Lipstick,Very poor experience. The product stopped working after just a few uses.,1,2023-05-07,C91968,Casey  Lee,6866,52
P4624-318,Clothing,Waterproof Hiking Jacket,"Average experience, nothing special.",3,11/09/2021,C91039,Morgan Dubois,1144,32
P7322-362,Home & Kitchen,Non-Stick Frying Pan Set,"Great quality, very happy with this purchase.",5,01/22/2024,C81371,Robin Garcia,9231 IF,44
P6248-626,Groceries,Whole Bean Coffee,"Very disappointed, would not recommend.",1,15/07/2020,C80513,M. Smith,04453,58
P3519-124,Clothing,Organic Cotton T-Shirt,Good product overall with minor issues.,4,01/08/2024,C72216,R. Lee,5543-76,32
P8391-745,Home & Kitchen,Electric Kettle,Good product overall with minor issues.,4,06/05/2022,C45683,Morgan  De  Vries,02317,23
P6860-614,Beauty,Hydrating Face Serum,"Very disappointed, would not recommend.",1,16 Aug 2021,C21338,jordan dubois,1504 RH,37
P1182-666,Groceries,Gluten-Free Pasta,"Great quality, very happy with this purchase.",5,2020-10-16,C85007,T. Taylor,4387 NQ,25
P4469-522,Groceries,Gluten-Free Pasta,"Great quality, very happy with this purchase.",5,18/10/2020,C90856,JORDAN TAYLOR,1891-80,42
